n,total,annualized,max_dd,mean_month,turnover_month,spy_total,by_year,2020,2022,rotation,floor,cap,step,cost_bps,block,overlay,mean_theme_turnover,mean_exposure
36,0.40247826106473905,0.1193486489779132,-0.5089660320782292,0.01759724648984528,,0.24705270054961392,"{'2020': 1.2685921302861498, '2021': 0.09399132602794946, '2022': -0.43489930885181827}",1.2685921302861498,-0.43489930885181827,price,0.05,0.5,0.05,100,2020_2022,False,0.03739711934156378,
43,3.4844713698458527,0.5201026235707671,-0.2209466956615398,0.04432193498161612,,1.0430458054963405,"{'2023': 0.7936227412863903, '2024': 1.015955613072483, '2025': 0.09861421032165651, '2026': 0.12889610893406322}",,,price,0.05,0.5,0.05,100,2023_2026,False,0.021317829457364334,
71,0.7950553177290238,0.10393304321771613,-0.17901057426469635,0.009334006127491098,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.062388481482796854, '2016': 0.07056044375653436, '2017': 0.11904309036335925, '2018': -0.13301341510339593, '2019': 0.36747729787181416}",,,price,0.05,0.5,0.1,0,2014_2019,False,0.04954844138754183,
36,0.671843808994175,0.1868574687483766,-0.46256084165364975,0.022504648391760387,,0.24705270054961392,"{'2020': 1.2850078025894716, '2021': 0.17870562756384212, '2022': -0.37927011224830653}",1.2850078025894716,-0.37927011224830653,price,0.05,0.5,0.1,0,2020_2022,False,0.038888888888888876,
43,3.9492269594578664,0.562515673113416,-0.2209466956615398,0.04689591744718026,,1.0430458054963405,"{'2023': 0.8998352285780384, '2024': 0.9842532518266414, '2025': 0.11219815520903276, '2026': 0.1804352295528011}",,,price,0.05,0.5,0.1,0,2023_2026,False,0.02635658914728681,
71,0.7797189887513425,0.10233327814984272,-0.18054664609671245,0.009211895587402527,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.06092831161174517, '2016': 0.0683112105428274, '2017': 0.1184917216446788, '2018': -0.13463554765474106, '2019': 0.3637407131377288}",,,price,0.05,0.5,0.1,25,2014_2019,False,0.04954844138754183,
36,0.6659907084536121,0.18547079240614273,-0.4630511887687626,0.022403953947315938,,0.24705270054961392,"{'2020': 1.2822580121353977, '2021': 0.17746208075688497, '2022': -0.3800439470088214}",1.2822580121353977,-0.3800439470088214,price,0.05,0.5,0.1,25,2020_2022,False,0.038888888888888876,
43,3.935332532557055,0.5612902659377104,-0.22094669566153968,0.046830025974312024,,1.0430458054963405,"{'2023': 0.8964278214591421, '2024': 0.9839716426621195, '2025': 0.11180825374447734, '2026': 0.17981726635687578}",,,price,0.05,0.5,0.1,25,2023_2026,False,0.02635658914728681,
71,0.7645097798897975,0.10073541932966568,-0.18208023558267916,0.009089785047313953,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.05946978604393505, '2016': 0.06606616355701922, '2017': 0.1179404887861808, '2018': -0.13625505878289101, '2019': 0.3600132962281819}",,,price,0.05,0.5,0.1,50,2014_2019,False,0.04954844138754183,
36,0.6601567627601028,0.18408541838891157,-0.46354122039433465,0.0223032595028715,,0.24705270054961392,"{'2020': 1.2795109225940853, '2021': 0.17621957073611405, '2022': -0.3808170055781196}",1.2795109225940853,-0.3808170055781196,price,0.05,0.5,0.1,50,2020_2022,False,0.038888888888888876,
43,3.9214735346943437,0.5600655032638553,-0.22094669566153968,0.046764134501443816,,1.0430458054963405,"{'2023': 0.8930256851978953, '2024': 0.9836900334975978, '2025': 0.11141835227992192, '2026': 0.17919946164295797}",,,price,0.05,0.5,0.1,50,2023_2026,False,0.02635658914728681,
71,0.7344686451230666,0.0975454132834801,-0.18513998107862528,0.008845563967136809,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.05655766201861345, '2016': 0.06158860111355158, '2017': 0.1168384306497312, '2018': -0.13948623109160507, '2019': 0.3525858861352442}",,,price,0.05,0.5,0.1,100,2014_2019,False,0.04954844138754183,
36,0.6485461026595583,0.18131857358864933,-0.4645203376658992,0.02210187061398261,,0.24705270054961392,"{'2020': 1.274024837943565, '2021': 0.17373765849414746, '2022': -0.3823607965323721}",1.274024837943565,-0.3823607965323721,price,0.05,0.5,0.1,100,2020_2022,False,0.038888888888888876,
43,3.8938615009279998,0.5576179106898052,-0.2209466956615398,0.04663235155570738,,1.0430458054963405,"{'2023': 0.8862371977504793, '2024': 0.983126815168555, '2025': 0.11063854935081108, '2026': 0.17796432766114245}",,,price,0.05,0.5,0.1,100,2023_2026,False,0.02635658914728681,
71,0.7550392195228981,0.09973466369325412,-0.18448595876571572,0.009018024716707011,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.05061174790639278, '2016': 0.07861321797448606, '2017': 0.12170265306832229, '2018': -0.13879556620148492, '2019': 0.3476926288034121}",,,price,0.05,0.5,0.15,0,2014_2019,False,0.06004591794019716,
36,0.7007659841383207,0.1936624177947761,-0.46260831077891473,0.023072992467675177,,0.24705270054961392,"{'2020': 1.2869749778401913, '2021': 0.1971846796278327, '2022': -0.37881351581333567}",1.2869749778401913,-0.37881351581333567,price,0.05,0.5,0.15,0,2020_2022,False,0.041666666666666644,
43,4.2647249793964965,0.589696235673653,-0.2209466956615398,0.04848588668587822,,1.0430458054963405,"{'2023': 0.96787676954936, '2024': 0.9842532518266414, '2025': 0.12500229716729816, '2026': 0.19847031201160847}",,,price,0.05,0.5,0.15,0,2023_2026,False,0.02674418604651161,
71,0.7366755479535585,0.09778131585560401,-0.18623542670052573,0.008867909921856518,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.04864749252601386, '2016': 0.07595379555766968, '2017': 0.12114896840195244, '2018': -0.1406430506911035, '2019': 0.3429339463085941}",,,price,0.05,0.5,0.15,25,2014_2019,False,0.06004591794019716,
36,0.6946622462944243,0.19223276085130037,-0.46307986669342627,0.022968825801008515,,0.24705270054961392,"{'2020': 1.2836736847988557, '2021': 0.19602629116733938, '2022': -0.37954772628671274}",1.2836736847988557,-0.37954772628671274,price,0.05,0.5,0.15,25,2020_2022,False,0.041666666666666644,
43,4.250116979985846,0.5884640480639909,-0.2209466956615398,0.04841902622076193,,1.0430458054963405,"{'2023': 0.9641168284581896, '2024': 0.9842532518266414, '2025': 0.12441744497046514, '2026': 0.1980556397558797}",,,price,0.05,0.5,0.15,25,2023_2026,False,0.02674418604651161,
71,0.718497341751978,0.09583071750873584,-0.1879818304585098,0.008717795127006022,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.04668618098837607, '2016': 0.07330001270201247, '2017': 0.12059538563071914, '2018': -0.14248729932881177, '2019': 0.3381902794907352}",,,price,0.05,0.5,0.15,50,2014_2019,False,0.06004591794019716,
36,0.6885783332542033,0.19080432717796847,-0.4635511628025526,0.02286465913434185,,0.24705270054961392,"{'2020': 1.2803759335938212, '2021': 0.19486864658727754, '2022': -0.38028130442366603}",1.2803759335938212,-0.38028130442366603,price,0.05,0.5,0.15,50,2020_2022,False,0.041666666666666644,
43,4.235543929238961,0.5872323430995119,-0.22094669566153968,0.04835216575564567,,1.0430458054963405,"{'2023': 0.9603627456876827, '2024': 0.9842532518266414, '2025': 0.1238325927736319, '2026': 0.19764096750015026}",,,price,0.05,0.5,0.15,50,2023_2026,False,0.02674418604651161,
71,0.6826901192054451,0.09193775778045898,-0.1914654622117513,0.008417565537305037,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.04277237615110896, '2016': 0.06800932551631012, '2017': 0.11948852577366331, '2018': -0.1461661067556862, '2019': 0.32874782592708174}",,,price,0.05,0.5,0.15,100,2014_2019,False,0.06004591794019716,
36,0.6764697508429338,0.18795112704160033,-0.4644929758618772,0.022656325801008514,,0.24705270054961392,"{'2020': 1.2737910466360494, '2021': 0.19255558799369887, '2022': -0.3817465650834476}",1.2737910466360494,-0.3817465650834476,price,0.05,0.5,0.15,100,2020_2022,False,0.041666666666666644,
43,4.206502392010511,0.5847703810167841,-0.2209466956615398,0.04821844482541311,,1.0430458054963405,"{'2023': 0.9528721267316687, '2024': 0.9842532518266414, '2025': 0.12266288837996564, '2026': 0.19681162298869204}",,,price,0.05,0.5,0.15,100,2023_2026,False,0.02674418604651161,
71,1.0665380235529152,0.13052605200525114,-0.17301475011938117,0.011392900822566464,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07895985923516413, '2016': 0.11197777650688145, '2017': 0.15391705877779382, '2018': -0.12159964007039492, '2019': 0.4284693560216475}",,,price,0.05,0.7,0.05,0,2014_2019,False,0.03442550338355899,
36,0.19884791560859205,0.062318384639302726,-0.5658433052460901,0.01361299987792846,,0.24705270054961392,"{'2020': 1.1685945764562016, '2021': 0.03725473071902852, '2022': -0.4670330226110304}",1.1685945764562016,-0.4670330226110304,price,0.05,0.7,0.05,0,2020_2022,False,0.05351205496000497,
43,2.748151914780329,0.44588924833184285,-0.29907696968568265,0.041135283347419255,,1.0430458054963405,"{'2023': 0.5739467206587796, '2024': 1.1412220842431857, '2025': 0.020768387462293925, '2026': 0.0895275891327092}",,,price,0.05,0.7,0.05,0,2023_2026,False,0.0294717197817973,
71,1.0544083749278004,0.1294017837664565,-0.17381662743752968,0.011308775893139267,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07763219253219811, '2016': 0.11059554495537638, '2017': 0.153323801082359, '2018': -0.12255465542665589, '2019': 0.42588659551000374}",,,price,0.05,0.7,0.05,25,2014_2019,False,0.03442550338355899,
36,0.19292719758687027,0.06056668334266546,-0.5662873828129803,0.013475395938827035,,0.24705270054961392,"{'2020': 1.165532726797669, '2021': 0.035436267818236944, '2022': -0.4679826250418718}",1.165532726797669,-0.4679826250418718,price,0.05,0.7,0.05,25,2020_2022,False,0.05351205496000497,
43,2.736536523766807,0.4446374043739887,-0.29955953318726625,0.041061675825168314,,1.0430458054963405,"{'2023': 0.5719034107062848, '2024': 1.140028689630478, '2025': 0.020584160659728568, '2026': 0.08836597444983463}",,,price,0.05,0.7,0.05,25,2023_2026,False,0.0294717197817973,
71,1.042348192507954,0.12827847210018373,-0.17461783963382482,0.011224650963712071,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07630595995761813, '2016': 0.10921483746420946, '2017': 0.15273077903610188, '2018': -0.12350876398487753, '2019': 0.4233081117814912}",,,price,0.05,0.7,0.05,50,2014_2019,False,0.03442550338355899,
36,0.18703484097077938,0.058817609122636894,-0.566731084739343,0.01333779199972561,,0.24705270054961392,"{'2020': 1.162474824865348, '2021': 0.033620719866610305, '2022': -0.4689306963513873}",1.162474824865348,-0.4689306963513873,price,0.05,0.7,0.05,50,2020_2022,False,0.05351205496000497,
43,2.72495537403295,0.44338645454013714,-0.3000418475880894,0.04098806830291739,,1.0430458054963405,"{'2023': 0.5698624510606838, '2024': 1.1388357858245017, '2025': 0.020399933857163433, '2026': 0.08720541959583872}",,,price,0.05,0.7,0.05,50,2023_2026,False,0.0294717197817973,
71,1.018434676653623,0.12603471577557857,-0.17637346712160007,0.011056401104857679,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.0736577918548953, '2016': 0.10645798879478097, '2017': 0.15154544162476502, '2018': -0.12541426365327257, '2019': 0.41816394895369036}",,,price,0.05,0.7,0.05,100,2014_2019,False,0.03442550338355899,
36,0.17533468591821122,0.05532732771027438,-0.5676173626791675,0.01306258412152276,,0.24705270054961392,"{'2020': 1.1563708457496187, '2021': 0.029998351868618434, '2022': -0.47082225444936887}",1.1563708457496187,-0.47082225444936887,price,0.05,0.7,0.05,100,2020_2022,False,0.05351205496000497,
43,2.7018954155319235,0.44088723522616835,-0.3010057294302372,0.040840853258415515,,1.0430458054963405,"{'2023': 0.565787573260826, '2024': 1.136451450099592, '2025': 0.02003148025203294, '2026': 0.0848874861569695}",,,price,0.05,0.7,0.05,100,2023_2026,False,0.0294717197817973,
71,0.9140218229834032,0.11597122007822724,-0.18570756103114083,0.010301986804524215,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.08160348267416495, '2016': 0.09011091450480868, '2017': 0.1586728511715607, '2018': -0.13532587415770303, '2019': 0.3620430908267611}",,,price,0.05,0.7,0.1,0,2014_2019,False,0.05516914932668716,
36,0.4864132453080239,0.1412475429884057,-0.48136737744009483,0.019284108046010523,,0.24705270054961392,"{'2020': 1.2355477152689667, '2021': 0.09455314756766975, '2022': -0.3925384854644074}",1.2355477152689667,-0.3925384854644074,price,0.05,0.7,0.1,0,2020_2022,False,0.05833333333333335,
43,3.843583577443132,0.5531354731857361,-0.25845602673550716,0.048081905939882416,,1.0430458054963405,"{'2023': 0.7358406721864501, '2024': 1.2546806240579098, '2025': 0.032868193936487655, '2026': 0.19819361594532126}",,,price,0.05,0.7,0.1,0,2023_2026,False,0.036434108527131776,
71,0.8960583787360543,0.11419409263792613,-0.18743980983738318,0.010167585057968054,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07976090272313541, '2016': 0.08769300970449079, '2017': 0.15810508740283535, '2018': -0.13716530020490525, '2019': 0.3581202342621084}",,,price,0.05,0.7,0.1,25,2014_2019,False,0.05516914932668716,
36,0.4783173242887968,0.13917179105779032,-0.48204594990804683,0.019131330268232744,,0.24705270054961392,"{'2020': 1.231226572658004, '2021': 0.09295479165773912, '2022': -0.3937918169725103}",1.231226572658004,-0.3937918169725103,price,0.05,0.7,0.1,25,2020_2022,False,0.05833333333333335,
43,3.8249973279965506,0.551469957518312,-0.25938503345820063,0.04799082066856459,,1.0430458054963405,"{'2023': 0.7321427418326525, '2024': 1.2536807830382029, '2025': 0.03249974033135716, '2026': 0.19710169631704555}",,,price,0.05,0.7,0.1,25,2023_2026,False,0.036434108527131776,
71,0.8782587557450696,0.11241931780949188,-0.1891688422645722,0.0100331833114119,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07792097723387337, '2016': 0.0852798491972937, '2017': 0.1575374627652677, '2018': -0.13900131087009793, '2019': 0.35420756376004325}",,,price,0.05,0.7,0.1,50,2014_2019,False,0.05516914932668716,
36,0.4702633842220345,0.13709926950279616,-0.48272384596968143,0.018978552490454964,,0.24705270054961392,"{'2020': 1.226912727307071, '2021': 0.09135837519383405, '2022': -0.3950429271903778}",1.226912727307071,-0.3950429271903778,price,0.05,0.7,0.1,50,2020_2022,False,0.05833333333333335,
43,3.806477072243558,0.5498057485187497,-0.2603131699293919,0.04789973539724676,,1.0430458054963405,"{'2023': 0.7284516420219298, '2024': 1.2526811482920426, '2025': 0.03213128672622667, '2026': 0.19601044906113496}",,,price,0.05,0.7,0.1,50,2023_2026,False,0.036434108527131776,
71,0.8431451837315038,0.10887681602976373,-0.19261727840364318,0.009764379818299593,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07424907709651918, '2016': 0.08046772866129426, '2017': 0.1564026308836053, '2018': -0.14266310773984425, '2019': 0.3464126866778008}",,,price,0.05,0.7,0.1,100,2014_2019,False,0.05516914932668716,
36,0.4542806208233652,0.13296390075633258,-0.48407761076809563,0.018672996934899412,,0.24705270054961392,"{'2020': 1.2183068862083632, '2021': 0.08817135309708535, '2022': -0.3975384969709749}",1.2183068862083632,-0.3975384969709749,price,0.05,0.7,0.1,100,2020_2022,False,0.05833333333333335,
43,3.769633680327977,0.546481247878438,-0.26216683428427734,0.047717564854611094,,1.0430458054963405,"{'2023': 0.7210898912026915, '2024': 1.2506824976203679, '2025': 0.03139437951596569, '2026': 0.19382997079028064}",,,price,0.05,0.7,0.1,100,2023_2026,False,0.036434108527131776,
71,0.8379186883066085,0.10834474514415504,-0.19669024676548985,0.009734396800850966,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.06671726320523774, '2016': 0.09229201123609587, '2017': 0.1614132870698275, '2018': -0.14698807772522537, '2019': 0.3384197712349095}",,,price,0.05,0.7,0.15,0,2014_2019,False,0.07253005918455407,
36,0.577162484757515,0.16401563217255277,-0.4655653801397859,0.020898641239785666,,0.24705270054961392,"{'2020': 1.2479686886332568, '2021': 0.10988625105727623, '2022': -0.367868097533424}",1.2479686886332568,-0.367868097533424,price,0.05,0.7,0.15,0,2020_2022,False,0.05833333333333335,
43,4.1620240670686295,0.5809805192546873,-0.2476640756951063,0.04993927144736559,,1.0430458054963405,"{'2023': 0.8266203261820992, '2024': 1.1794527673259894, '2025': 0.044968000410681386, '2026': 0.24085571715279364}",,,price,0.05,0.7,0.15,0,2023_2026,False,0.043023255813953484,
71,0.8154058153037786,0.1060384033073054,-0.19903098915725992,0.009558353343030422,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.06437595039488331, '2016': 0.08920229306453331, '2017': 0.16084295327092923, '2018': -0.14947364591248324, '2019': 0.33322945444071417}",,,price,0.05,0.7,0.15,25,2014_2019,False,0.07253005918455407,
36,0.5684342108280442,0.16186437481136395,-0.4662574340269242,0.02074239123978566,,0.24705270054961392,"{'2020': 1.2431067201860881, '2021': 0.10834704414043972, '2022': -0.3691289439373868}",1.2431067201860881,-0.3691289439373868,price,0.05,0.7,0.15,25,2020_2022,False,0.05833333333333335,
43,4.138252638859766,0.5789453675791427,-0.2480619838848359,0.04983171330783071,,1.0430458054963405,"{'2023': 0.8212737063258702, '2024': 1.1785047660721344, '2025': 0.04441532000298576, '2026': 0.239962320407066}",,,price,0.05,0.7,0.15,25,2023_2026,False,0.043023255813953484,
71,0.7931602414294299,0.10373598022421437,-0.20136582636266964,0.009382309885209883,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.062038896382400566, '2016': 0.08612024287870423, '2017': 0.16027272382039937, '2018': -0.15195294354924904, '2019': 0.32805713155182636}",,,price,0.05,0.7,0.15,50,2014_2019,False,0.07253005918455407,
36,0.5597509594306083,0.15971628005446403,-0.46694889488443125,0.02058614123978566,,0.24705270054961392,"{'2020': 1.2382534866080448, '2021': 0.10680942902478896, '2022': -0.3703877902595365}",1.2382534866080448,-0.3703877902595365,price,0.05,0.7,0.15,50,2020_2022,False,0.05833333333333335,
43,4.11458132552571,0.5769120308640654,-0.24845989207456598,0.04972415516829582,,1.0430458054963405,"{'2023': 0.8159407552683096, '2024': 1.1775567648182794, '2025': 0.04386263959529013, '2026': 0.2390692341263554}",,,price,0.05,0.7,0.15,50,2023_2026,False,0.043023255813953484,
71,0.7494587317220702,0.0991428695694585,-0.20601783567280252,0.009030222969568805,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.057377540111235525, '2016': 0.07997908089509642, '2017': 0.1591325779644448, '2018': -0.1568927807516466, '2019': 0.31776624757308514}",,,price,0.05,0.7,0.15,100,2014_2019,False,0.07253005918455407,
36,0.5425186635779045,0.155429564442795,-0.468371110562675,0.02027364123978566,,0.24705270054961392,"{'2020': 1.2285731740033352, '2021': 0.10373896971752394, '2022': -0.37289949211779805}",1.2285731740033352,-0.37289949211779805,price,0.05,0.7,0.15,100,2020_2022,False,0.05833333333333335,
43,4.067537515059755,0.5728507986385964,-0.24925570845402534,0.049509038889226045,,1.0430458054963405,"{'2023': 0.8053157400079551, '2024': 1.1756607623105686, '2025': 0.042757278779898655, '2026': 0.2372839929599846}",,,price,0.05,0.7,0.15,100,2023_2026,False,0.043023255813953484,
71,1.0665380235529152,0.13052605200525114,-0.17301475011938117,0.011392900822566464,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07895985923516413, '2016': 0.11197777650688145, '2017': 0.15391705877779382, '2018': -0.12159964007039492, '2019': 0.4284693560216475}",,,price,0.05,0.9,0.05,0,2014_2019,False,0.03442550338355899,
36,0.19884791560859205,0.062318384639302726,-0.5658433052460901,0.01361299987792846,,0.24705270054961392,"{'2020': 1.1685945764562016, '2021': 0.03725473071902852, '2022': -0.4670330226110304}",1.1685945764562016,-0.4670330226110304,price,0.05,0.9,0.05,0,2020_2022,False,0.05351205496000497,
43,2.748151914780329,0.44588924833184285,-0.29907696968568265,0.041135283347419255,,1.0430458054963405,"{'2023': 0.5739467206587796, '2024': 1.1412220842431857, '2025': 0.020768387462293925, '2026': 0.0895275891327092}",,,price,0.05,0.9,0.05,0,2023_2026,False,0.0294717197817973,
71,1.0544083749278004,0.1294017837664565,-0.17381662743752968,0.011308775893139267,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07763219253219811, '2016': 0.11059554495537638, '2017': 0.153323801082359, '2018': -0.12255465542665589, '2019': 0.42588659551000374}",,,price,0.05,0.9,0.05,25,2014_2019,False,0.03442550338355899,
36,0.19292719758687027,0.06056668334266546,-0.5662873828129803,0.013475395938827035,,0.24705270054961392,"{'2020': 1.165532726797669, '2021': 0.035436267818236944, '2022': -0.4679826250418718}",1.165532726797669,-0.4679826250418718,price,0.05,0.9,0.05,25,2020_2022,False,0.05351205496000497,
43,2.736536523766807,0.4446374043739887,-0.29955953318726625,0.041061675825168314,,1.0430458054963405,"{'2023': 0.5719034107062848, '2024': 1.140028689630478, '2025': 0.020584160659728568, '2026': 0.08836597444983463}",,,price,0.05,0.9,0.05,25,2023_2026,False,0.0294717197817973,
71,1.042348192507954,0.12827847210018373,-0.17461783963382482,0.011224650963712071,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07630595995761813, '2016': 0.10921483746420946, '2017': 0.15273077903610188, '2018': -0.12350876398487753, '2019': 0.4233081117814912}",,,price,0.05,0.9,0.05,50,2014_2019,False,0.03442550338355899,
36,0.18703484097077938,0.058817609122636894,-0.566731084739343,0.01333779199972561,,0.24705270054961392,"{'2020': 1.162474824865348, '2021': 0.033620719866610305, '2022': -0.4689306963513873}",1.162474824865348,-0.4689306963513873,price,0.05,0.9,0.05,50,2020_2022,False,0.05351205496000497,
43,2.72495537403295,0.44338645454013714,-0.3000418475880894,0.04098806830291739,,1.0430458054963405,"{'2023': 0.5698624510606838, '2024': 1.1388357858245017, '2025': 0.020399933857163433, '2026': 0.08720541959583872}",,,price,0.05,0.9,0.05,50,2023_2026,False,0.0294717197817973,
71,1.018434676653623,0.12603471577557857,-0.17637346712160007,0.011056401104857679,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.0736577918548953, '2016': 0.10645798879478097, '2017': 0.15154544162476502, '2018': -0.12541426365327257, '2019': 0.41816394895369036}",,,price,0.05,0.9,0.05,100,2014_2019,False,0.03442550338355899,
36,0.17533468591821122,0.05532732771027438,-0.5676173626791675,0.01306258412152276,,0.24705270054961392,"{'2020': 1.1563708457496187, '2021': 0.029998351868618434, '2022': -0.47082225444936887}",1.1563708457496187,-0.47082225444936887,price,0.05,0.9,0.05,100,2020_2022,False,0.05351205496000497,
43,2.7018954155319235,0.44088723522616835,-0.3010057294302372,0.040840853258415515,,1.0430458054963405,"{'2023': 0.565787573260826, '2024': 1.136451450099592, '2025': 0.02003148025203294, '2026': 0.0848874861569695}",,,price,0.05,0.9,0.05,100,2023_2026,False,0.0294717197817973,
71,0.9140218229834032,0.11597122007822724,-0.18570756103114083,0.010301986804524215,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.08160348267416495, '2016': 0.09011091450480868, '2017': 0.1586728511715607, '2018': -0.13532587415770303, '2019': 0.3620430908267611}",,,price,0.05,0.9,0.1,0,2014_2019,False,0.05516914932668716,
36,0.4864132453080239,0.1412475429884057,-0.48136737744009483,0.019284108046010523,,0.24705270054961392,"{'2020': 1.2355477152689667, '2021': 0.09455314756766975, '2022': -0.3925384854644074}",1.2355477152689667,-0.3925384854644074,price,0.05,0.9,0.1,0,2020_2022,False,0.05833333333333335,
43,3.843583577443132,0.5531354731857361,-0.25845602673550716,0.048081905939882416,,1.0430458054963405,"{'2023': 0.7358406721864501, '2024': 1.2546806240579098, '2025': 0.032868193936487655, '2026': 0.19819361594532126}",,,price,0.05,0.9,0.1,0,2023_2026,False,0.036434108527131776,
71,0.8960583787360543,0.11419409263792613,-0.18743980983738318,0.010167585057968054,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07976090272313541, '2016': 0.08769300970449079, '2017': 0.15810508740283535, '2018': -0.13716530020490525, '2019': 0.3581202342621084}",,,price,0.05,0.9,0.1,25,2014_2019,False,0.05516914932668716,
36,0.4783173242887968,0.13917179105779032,-0.48204594990804683,0.019131330268232744,,0.24705270054961392,"{'2020': 1.231226572658004, '2021': 0.09295479165773912, '2022': -0.3937918169725103}",1.231226572658004,-0.3937918169725103,price,0.05,0.9,0.1,25,2020_2022,False,0.05833333333333335,
43,3.8249973279965506,0.551469957518312,-0.25938503345820063,0.04799082066856459,,1.0430458054963405,"{'2023': 0.7321427418326525, '2024': 1.2536807830382029, '2025': 0.03249974033135716, '2026': 0.19710169631704555}",,,price,0.05,0.9,0.1,25,2023_2026,False,0.036434108527131776,
71,0.8782587557450696,0.11241931780949188,-0.1891688422645722,0.0100331833114119,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07792097723387337, '2016': 0.0852798491972937, '2017': 0.1575374627652677, '2018': -0.13900131087009793, '2019': 0.35420756376004325}",,,price,0.05,0.9,0.1,50,2014_2019,False,0.05516914932668716,
36,0.4702633842220345,0.13709926950279616,-0.48272384596968143,0.018978552490454964,,0.24705270054961392,"{'2020': 1.226912727307071, '2021': 0.09135837519383405, '2022': -0.3950429271903778}",1.226912727307071,-0.3950429271903778,price,0.05,0.9,0.1,50,2020_2022,False,0.05833333333333335,
43,3.806477072243558,0.5498057485187497,-0.2603131699293919,0.04789973539724676,,1.0430458054963405,"{'2023': 0.7284516420219298, '2024': 1.2526811482920426, '2025': 0.03213128672622667, '2026': 0.19601044906113496}",,,price,0.05,0.9,0.1,50,2023_2026,False,0.036434108527131776,
71,0.8431451837315038,0.10887681602976373,-0.19261727840364318,0.009764379818299593,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.07424907709651918, '2016': 0.08046772866129426, '2017': 0.1564026308836053, '2018': -0.14266310773984425, '2019': 0.3464126866778008}",,,price,0.05,0.9,0.1,100,2014_2019,False,0.05516914932668716,
36,0.4542806208233652,0.13296390075633258,-0.48407761076809563,0.018672996934899412,,0.24705270054961392,"{'2020': 1.2183068862083632, '2021': 0.08817135309708535, '2022': -0.3975384969709749}",1.2183068862083632,-0.3975384969709749,price,0.05,0.9,0.1,100,2020_2022,False,0.05833333333333335,
43,3.769633680327977,0.546481247878438,-0.26216683428427734,0.047717564854611094,,1.0430458054963405,"{'2023': 0.7210898912026915, '2024': 1.2506824976203679, '2025': 0.03139437951596569, '2026': 0.19382997079028064}",,,price,0.05,0.9,0.1,100,2023_2026,False,0.036434108527131776,
71,0.8379186883066085,0.10834474514415504,-0.19669024676548985,0.009734396800850966,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.06671726320523774, '2016': 0.09229201123609587, '2017': 0.1614132870698275, '2018': -0.14698807772522537, '2019': 0.3384197712349095}",,,price,0.05,0.9,0.15,0,2014_2019,False,0.07253005918455407,
36,0.577162484757515,0.16401563217255277,-0.4655653801397859,0.020898641239785666,,0.24705270054961392,"{'2020': 1.2479686886332568, '2021': 0.10988625105727623, '2022': -0.367868097533424}",1.2479686886332568,-0.367868097533424,price,0.05,0.9,0.15,0,2020_2022,False,0.05833333333333335,
43,4.1620240670686295,0.5809805192546873,-0.2476640756951063,0.04993927144736559,,1.0430458054963405,"{'2023': 0.8266203261820992, '2024': 1.1794527673259894, '2025': 0.044968000410681386, '2026': 0.24085571715279364}",,,price,0.05,0.9,0.15,0,2023_2026,False,0.043023255813953484,
71,0.8154058153037786,0.1060384033073054,-0.19903098915725992,0.009558353343030422,,1.0328464184664052,"{'2014': 0.18960827911453237, '2015': 0.06437595039488331, '2016': 0.08920229306453331, '2017': 0.16084295327092923, '2018': -0.14947364591248324, '2019': 0.33322945444071417}",,,price,0.05,0.9,0.15,25,2014_2019,False,0.07253005918455407,
